81.8375,11:12:48
81.8375,11:13:03
81.8375,11:13:19
81.8375,11:13:34
81.8375,11:13:49
81.8375,11:14:04
81.9500,11:14:19
81.9500,11:14:34
81.9500,11:14:49
81.9500,11:15:04
81.9500,11:15:19
81.9500,11:15:35
81.9500,11:15:50
81.9500,11:16:05
81.9500,11:16:20
81.9500,11:16:35
81.8375,11:16:50
81.8375,11:17:05
81.8375,11:17:20
81.8375,11:17:35
81.8375,11:17:51
81.8375,11:18:06
81.8375,11:18:21
81.7250,11:18:36
81.8375,11:18:51
81.8375,11:19:06
81.7250,11:19:21
81.7250,11:19:36
81.7250,11:19:51
81.7250,11:20:07
81.7250,11:20:22
81.7250,11:20:37
81.7250,11:20:52
81.6125,11:21:07
81.6125,11:21:22
81.7250,11:21:37
81.7250,11:21:52
81.6125,11:22:08
81.7250,11:22:23
81.7250,11:22:38
81.7250,11:22:53
81.7250,11:23:08
81.7250,11:23:23
81.6125,11:23:38
81.7250,11:23:53
81.7250,11:24:08
81.7250,11:24:24
81.6125,11:24:39
81.6125,11:24:54
81.6125,11:25:09
81.6125,11:25:24
81.6125,11:25:39
81.6125,11:25:54
81.6125,11:26:09
81.6125,11:26:24
81.6125,11:26:40
81.6125,11:26:55
81.6125,11:27:10
81.6125,11:27:25
81.6125,11:27:40
81.6125,11:27:55
81.6125,11:28:10
81.6125,11:28:25
81.6125,11:28:40
81.5000,11:28:56
81.6125,11:29:11
81.6125,11:29:26
81.6125,11:29:41
81.6125,11:29:56
81.6125,11:30:11
81.6125,11:30:26
81.7250,11:30:41
81.7250,11:30:56
81.7250,11:31:12
81.7250,11:31:27
81.7250,11:31:42
81.7250,11:31:57
81.7250,11:32:12
81.7250,11:32:27
81.7250,11:32:42
81.7250,11:32:57
81.7250,11:33:12
81.7250,11:33:28
81.7250,11:33:43
81.7250,11:33:58
81.8375,11:34:13
81.8375,11:34:28
81.7250,11:34:43
81.8375,11:34:58
81.7250,11:35:13
81.7250,11:35:28
81.7250,11:35:44
81.7250,11:35:59
81.8375,11:36:14
81.8375,11:36:29
81.7250,11:36:44
81.8375,11:36:59
81.8375,11:37:14
81.8375,11:37:29
81.8375,11:37:45
81.7250,11:38:00
81.7250,11:38:15
81.8375,11:38:30
81.8375,11:38:45
81.8375,11:39:00
81.8375,11:39:15
81.8375,11:39:30
81.7250,11:39:45
81.8375,11:40:01
81.8375,11:40:16
81.7250,11:40:31
81.8375,11:40:46
81.8375,11:41:01
81.8375,11:41:16
81.8375,11:41:31
81.8375,11:41:46
81.8375,11:42:01
81.8375,11:42:17
81.7250,11:42:32
81.8375,11:42:47
81.7250,11:43:02
81.7250,11:43:17
81.7250,11:43:32
81.7250,11:43:47
81.6125,11:44:02
81.6125,11:44:17
81.6125,11:44:33
81.6125,11:44:48
81.6125,11:45:03
81.6125,11:45:18
81.6125,11:45:33
81.5000,11:45:48
81.6125,11:46:03
81.6125,11:46:18
81.6125,11:46:33
81.6125,11:46:49
81.5000,11:47:04
81.5000,11:47:19
81.5000,11:47:34
81.5000,11:47:49
81.5000,11:48:04
81.5000,11:48:19
81.5000,11:48:34
81.5000,11:48:49
81.5000,11:49:05
81.5000,11:49:20
81.5000,11:49:35
81.3875,11:49:50
81.3875,11:50:05
81.5000,11:50:20
81.5000,11:50:35
81.5000,11:50:50
81.5000,11:51:05
