81.0500,13:39:42
81.0500,13:39:53
81.0500,13:40:03
81.0500,13:40:13
81.0500,13:40:24
81.0500,13:40:34
81.0500,13:40:45
81.1625,13:40:55
81.1625,13:41:06
81.1625,13:41:16
81.1625,13:41:27
81.0500,13:41:37
81.1625,13:41:47
81.1625,13:41:58
81.1625,13:42:08
81.1625,13:42:19
81.1625,13:42:29
81.1625,13:42:40
81.1625,13:42:50
81.1625,13:43:01
81.1625,13:43:11
81.2750,13:43:22
81.1625,13:43:32
81.2750,13:43:42
81.2750,13:43:53
81.2750,13:44:03
81.2750,13:44:14
81.2750,13:44:24
81.2750,13:44:35
81.1625,13:44:45
81.2750,13:44:56
81.2750,13:45:06
81.2750,13:45:16
81.2750,13:45:27
81.2750,13:45:37
81.2750,13:45:48
81.1625,13:45:58
81.2750,13:46:09
81.2750,13:46:19
81.2750,13:46:30
81.2750,13:46:40
81.2750,13:46:50
81.2750,13:47:01
81.2750,13:47:11
81.2750,13:47:22
81.2750,13:47:32
81.2750,13:47:43
81.2750,13:47:53
81.2750,13:48:04
81.3875,13:48:14
81.3875,13:48:25
81.3875,13:48:35
81.3875,13:48:45
81.2750,13:48:56
81.2750,13:49:06
81.2750,13:49:17
81.2750,13:49:27
81.2750,13:49:38
81.3875,13:49:48
81.3875,13:49:59
81.3875,13:50:09
81.2750,13:50:19
81.3875,13:50:30
81.3875,13:50:40
81.3875,13:50:51
81.2750,13:51:01
81.3875,13:51:12
81.3875,13:51:22
81.3875,13:51:33
81.3875,13:51:43
81.3875,13:51:54
81.3875,13:52:04
81.3875,13:52:14
81.3875,13:52:25
81.3875,13:52:35
81.3875,13:52:46
81.5000,13:52:56
81.3875,13:53:07
81.3875,13:53:17
81.3875,13:53:28
81.3875,13:53:38
81.3875,13:53:48
81.3875,13:53:59
81.2750,13:54:09
81.3875,13:54:20
81.3875,13:54:30
81.2750,13:54:41
81.2750,13:54:51
81.2750,13:55:02
81.2750,13:55:12
81.2750,13:55:23
81.2750,13:55:33
81.1625,13:55:43
81.2750,13:55:54
81.1625,13:56:04
81.1625,13:56:15
81.1625,13:56:25
81.1625,13:56:36
81.1625,13:56:46
81.0500,13:56:57
81.0500,13:57:07
81.0500,13:57:17
81.0500,13:57:28
80.9375,13:57:38
80.9375,13:57:49
81.0500,13:57:59
80.9375,13:58:10
80.9375,13:58:20
80.9375,13:58:31
80.9375,13:58:41
80.9375,13:58:51
80.9375,13:59:02
80.8250,13:59:12
80.8250,13:59:23
80.8250,13:59:33
80.8250,13:59:44
80.8250,13:59:54
80.9375,14:00:05
80.9375,14:00:15
80.9375,14:00:26
80.9375,14:00:36
80.9375,14:00:46
80.9375,14:00:57
80.9375,14:01:07
80.9375,14:01:18
80.9375,14:01:28
81.0500,14:01:39
81.0500,14:01:49
80.9375,14:02:00
81.0500,14:02:10
81.0500,14:02:20
80.9375,14:02:31
81.0500,14:02:41
81.0500,14:02:52
81.0500,14:03:02
81.0500,14:03:13
81.0500,14:03:23
81.0500,14:03:34
81.1625,14:03:44
81.0500,14:03:55
81.1625,14:04:05
81.1625,14:04:16
81.1625,14:04:26
81.1625,14:04:37
81.1625,14:04:47
81.1625,14:04:58
81.1625,14:05:08
81.1625,14:05:18
81.2750,14:05:29
81.1625,14:05:39
